audio_clip_44,0,1.14999999999998,0
audio_clip_44,1.14999999999998,2.20000000000005,1
audio_clip_44,2.20000000000005,2.65999999999997,1
audio_clip_44,2.65999999999997,4.78999999999996,0
audio_clip_44,4.78999999999996,5.39999999999998,1
audio_clip_44,5.39999999999998,5.41999999999996,0
audio_clip_44,5.41999999999996,5.44000000000005,1
audio_clip_44,5.44000000000005,11.66,0
audio_clip_44,11.66,12.39,1
audio_clip_44,12.39,27.64,0
audio_clip_44,27.64,31.35,1
audio_clip_44,31.35,35.2,0
audio_clip_44,35.2,36.3,1
audio_clip_44,36.3,37.35,0
audio_clip_44,37.35,38,1
audio_clip_44,38,40.52,0
audio_clip_44,40.52,41.51,1
audio_clip_44,41.51,48.67,0
audio_clip_44,48.67,49.15,1
audio_clip_44,49.15,52,0
audio_clip_44,52,53.79,1
audio_clip_44,53.79,57.66,0
audio_clip_44,57.66,59.59,1
audio_clip_44,59.59,60.34,0
audio_clip_44,60.34,60.79,1
audio_clip_44,60.79,62.08,0
audio_clip_44,62.08,62.55,1
audio_clip_44,62.55,63.98,1
audio_clip_44,63.98,64.91,0
audio_clip_44,64.91,65.4400000000001,1
audio_clip_44,65.4400000000001,66.55,0
audio_clip_44,66.55,67.03,1
audio_clip_44,67.03,67.91,0
audio_clip_44,67.91,68.63,1
audio_clip_44,68.63,70.66,0
audio_clip_44,70.66,72.35,1
audio_clip_44,72.35,73.59,0
audio_clip_44,73.59,75.11,1
audio_clip_44,75.11,76.28,0
audio_clip_44,76.28,77.79,1
audio_clip_44,77.79,78.84,0
audio_clip_44,78.84,79.52,1
audio_clip_44,79.52,81.96,0
audio_clip_44,81.96,83.67,1
audio_clip_44,83.67,85.11,0
audio_clip_44,85.11,88.4,1
audio_clip_44,88.4,89.4400000000001,0
audio_clip_44,89.4400000000001,91.67,1
audio_clip_44,91.67,92.71,0
audio_clip_44,92.71,95.75,1
audio_clip_44,95.75,103,0
audio_clip_44,103,103.78,1
audio_clip_44,103.78,106.79,0
audio_clip_44,106.79,107.66,1
audio_clip_44,107.66,110.08,0
audio_clip_44,110.08,111.47,1
audio_clip_44,111.47,112.28,0
audio_clip_44,112.28,113.79,1
audio_clip_44,113.79,115.44,0
audio_clip_44,115.44,116.96,1
audio_clip_44,116.96,118.79,0
audio_clip_44,118.79,120.55,1
audio_clip_44,120.55,122.71,0
audio_clip_44,122.71,123.84,1
audio_clip_44,123.84,125.34,0
audio_clip_44,125.34,129.94,1
audio_clip_44,129.94,132.23,0
audio_clip_44,132.23,132.71,1
audio_clip_44,132.71,137.04,0
audio_clip_44,137.04,138.43,1
audio_clip_44,138.43,143.04,0
audio_clip_44,143.04,143.76,1
audio_clip_44,143.76,148.15,0
audio_clip_44,148.15,148.64,1
audio_clip_44,148.64,153.88,0
audio_clip_44,153.88,154.8,1
audio_clip_44,154.8,155.52,0
audio_clip_44,155.52,156.18,1
audio_clip_44,156.18,173.11,0
audio_clip_44,173.11,174.91,1
audio_clip_44,174.91,176.35,0
audio_clip_44,176.35,179.31,1
audio_clip_44,179.31,180,0
audio_clip_44,180,192.95,1
audio_clip_44,192.95,194.18,0
audio_clip_44,194.18,194.88,1
audio_clip_44,194.88,200.31,0
audio_clip_44,200.31,201.04,1
audio_clip_44,201.04,202.19,0
audio_clip_44,202.19,224.04,1
audio_clip_44,224.04,225.71,0
audio_clip_44,225.71,230.31,1
audio_clip_44,230.31,231.31,0
audio_clip_44,231.31,240,1
audio_clip_44,240,240.83,1
audio_clip_44,240.83,241.82,0
audio_clip_44,241.82,245.52,1
audio_clip_44,245.52,246.76,0
audio_clip_44,246.76,257.04,1
audio_clip_44,257.04,258.64,0
audio_clip_44,258.64,272.47,1
audio_clip_44,272.47,274.92,0
audio_clip_44,274.92,278.43,1
audio_clip_44,278.43,279.76,0
audio_clip_44,279.76,282.19,1
audio_clip_44,282.19,283.06,0
audio_clip_44,283.06,292,1
audio_clip_44,292,293.11,0
audio_clip_44,293.11,296.07,1
audio_clip_44,296.07,296.94,0
audio_clip_44,296.94,297.28,1
audio_clip_44,297.28,298.47,0
audio_clip_44,298.47,300,1
audio_clip_44,300,300.35,0
audio_clip_44,300.35,301.52,1
audio_clip_44,301.52,302.59,0
audio_clip_44,302.59,307.88,1
audio_clip_44,307.88,308.43,0
audio_clip_44,308.43,309.43,1
audio_clip_44,309.43,312.27,0
audio_clip_44,312.27,312.76,1
audio_clip_44,312.76,314.56,0
audio_clip_44,314.56,315.04,1
audio_clip_44,315.04,315.4,1
audio_clip_44,315.4,318.43,0
audio_clip_44,318.43,318.95,1
audio_clip_44,318.95,321.04,0
audio_clip_44,321.04,321.71,1
audio_clip_44,321.71,323.31,0
audio_clip_44,323.31,323.79,1
audio_clip_44,323.79,325.71,0
audio_clip_44,325.71,327.31,1
audio_clip_44,327.31,328.68,0
audio_clip_44,328.68,330.11,1
audio_clip_44,330.11,333.28,0
audio_clip_44,333.28,333.79,1
audio_clip_44,333.79,334.23,1
audio_clip_44,334.23,337.31,0
audio_clip_44,337.31,341.04,1
audio_clip_44,341.04,343.52,1
audio_clip_44,343.52,344.07,1
audio_clip_44,344.07,350.56,0
audio_clip_44,350.56,353.86,1
audio_clip_44,353.86,356.4,0
audio_clip_44,356.4,369.95,1
audio_clip_44,369.95,372.43,0
audio_clip_44,372.43,372.94,1
audio_clip_44,372.94,376.16,0
audio_clip_44,376.16,376.52,1
audio_clip_44,376.52,377.39,1
audio_clip_44,377.39,379.8,0
audio_clip_44,379.8,381.47,1
audio_clip_44,381.47,383.28,0
audio_clip_44,383.28,384.83,1
audio_clip_44,384.83,388.56,0
audio_clip_44,388.56,389.23,1
audio_clip_44,389.23,389.64,1
audio_clip_44,389.64,391.35,0
audio_clip_44,391.35,399.47,1
audio_clip_44,399.47,400.47,0
audio_clip_44,400.47,404.76,1
audio_clip_44,404.76,412.31,0
audio_clip_44,412.31,416.34,1
audio_clip_44,416.34,417.06,0
audio_clip_44,417.06,418.59,1
audio_clip_44,418.59,420,0
audio_clip_44,420,427.27,1
audio_clip_44,427.27,428.7,0
audio_clip_44,428.7,429.34,1
audio_clip_44,429.34,431.52,0
audio_clip_44,431.52,433.19,1
audio_clip_44,433.19,434.19,0
audio_clip_44,434.19,437.47,1
audio_clip_44,437.47,438.52,0
audio_clip_44,438.52,439.47,1
audio_clip_44,439.47,444.43,1
audio_clip_44,444.43,445.59,0
audio_clip_44,445.59,449.18,1
audio_clip_44,449.18,450.35,0
audio_clip_44,450.35,451.91,1
audio_clip_44,451.91,453.1,0
audio_clip_44,453.1,455.23,1
audio_clip_44,455.23,456.76,0
audio_clip_44,456.76,457.98,1
audio_clip_44,457.98,460.11,0
audio_clip_44,460.11,460.51,1
audio_clip_44,460.51,462.95,1
audio_clip_44,462.95,463.92,0
audio_clip_44,463.92,464.83,1
audio_clip_44,464.83,466.31,0
audio_clip_44,466.31,467.31,1
audio_clip_44,467.31,488.88,0
audio_clip_44,488.88,489.59,1
audio_clip_44,489.59,490.7,0
audio_clip_44,490.7,491.64,1
audio_clip_44,491.64,494.15,1
audio_clip_44,494.15,494.92,0
audio_clip_44,494.92,496,1
audio_clip_44,496,498.07,0
audio_clip_44,498.07,505.55,1
audio_clip_44,505.55,506.67,0
audio_clip_44,506.67,521.95,1
audio_clip_44,521.95,523.04,0
audio_clip_44,523.04,523.67,1
audio_clip_44,523.67,529.07,0
audio_clip_44,529.07,530.1,1
audio_clip_44,530.1,531.64,0
audio_clip_44,531.64,532.16,1
audio_clip_44,532.16,534.51,0
audio_clip_44,534.51,537.43,1
audio_clip_44,537.43,541.92,0
audio_clip_44,541.92,542.71,1
audio_clip_44,542.71,543.59,0
audio_clip_44,543.59,544.94,1
audio_clip_44,544.94,546.06,0
audio_clip_44,546.06,546.63,1
audio_clip_44,546.63,548.55,0
audio_clip_44,548.55,552.31,1
audio_clip_44,552.31,552.64,1
audio_clip_44,552.64,555.95,0
audio_clip_44,555.95,557.07,1
audio_clip_44,557.07,561.16,0
audio_clip_44,561.16,564.56,1
audio_clip_44,564.56,565.4,0
audio_clip_44,565.4,568.52,1
audio_clip_44,568.52,570.64,0
audio_clip_44,570.64,572.35,1
audio_clip_44,572.35,575.55,0
audio_clip_44,575.55,577.51,1
audio_clip_44,577.51,578.43,0
audio_clip_44,578.43,579.43,1
audio_clip_44,579.43,581.76,0
audio_clip_44,581.76,583.04,1
audio_clip_44,583.04,583.52,0
audio_clip_44,583.52,585.92,1
audio_clip_44,585.92,587.31,0
audio_clip_44,587.31,595.23,1
audio_clip_44,595.23,596.52,0
audio_clip_44,596.52,598.56,1
audio_clip_44,598.56,601.79,0
audio_clip_44,601.79,603.11,1
audio_clip_44,603.11,607.27,0
audio_clip_44,607.27,609.27,1
audio_clip_44,609.27,610.86,0
audio_clip_44,610.86,621.28,1
audio_clip_44,621.28,623.47,0
audio_clip_44,623.47,628.83,1
audio_clip_44,628.83,630.16,0
audio_clip_44,630.16,632.04,1
audio_clip_44,632.04,634.11,0
audio_clip_44,634.11,635.22,1
audio_clip_44,635.22,636.79,0
audio_clip_44,636.79,638.68,1
audio_clip_44,638.68,639.83,0
audio_clip_44,639.83,640.83,1
audio_clip_44,640.83,641.64,0
audio_clip_44,641.64,647.68,1
audio_clip_44,647.68,648.95,0
audio_clip_44,648.95,650.04,1
audio_clip_44,650.04,652.11,0
audio_clip_44,652.11,658.31,1
audio_clip_44,658.31,660,0
audio_clip_44,660,660.76,1
audio_clip_44,660.76,665.07,0
audio_clip_44,665.07,665.64,1
audio_clip_44,665.64,668.43,0
audio_clip_44,668.43,670.35,1
audio_clip_44,670.35,673.94,0
audio_clip_44,673.94,674.4,1
audio_clip_44,674.4,676.68,0
audio_clip_44,676.68,677.98,1
audio_clip_44,677.98,679.76,0
